,ID,comments,cleaned_comments
0,Iqe85ffv9-w,"<a href=""https://www.youtube.com/watch?v=Iqe85ffv9-w&amp;t=0m48s"">0:48</a> you can hear the joker in his voice",hear joker voic
1,Iqe85ffv9-w,RIP Christopher Plummer 🌹,rip christoph plummer
2,Iqe85ffv9-w,who is here after his Death ?,death
3,Iqe85ffv9-w,RIP Doctor,rip doctor
4,Iqe85ffv9-w,“The Imaginarium of Doctor Parnassus”.  Sounds like the title of a Frank Zappa song.,imaginarium doctor parnassu sound like titl frank zappa song
5,Iqe85ffv9-w,Johnny Depp is the best ❤️,johnni depp best
6,Iqe85ffv9-w,what a huge pile of vomit  ;),huge pile vomit
7,Iqe85ffv9-w,I really want to watch this also hi Johny Depp pirates of the Caribbean say hi the Davy for me,realli want watch also hi johni depp pirat caribbean say hi davi
8,Iqe85ffv9-w,Came out in 2009 🎭,came
9,Iqe85ffv9-w,Masonic movie,mason movi
10,Iqe85ffv9-w,"Its a Brilliant and Odd movie.  Some people can understand it, and others not!.....I love the concept/plot....💯❣",brilliant odd movi peopl understand other love concept plot
11,Iqe85ffv9-w,"Heath Ledger has more screen time in The Imaginarium Of Doctor Parnassus than he does in The Dark Knight. <br><br>Heath Ledger&#39;s screen time as The Joker, in The Dark Knight is 35 minutes.<br><br>Heath Ledger&#39;s screen time as Tony, in The Imaginarium Of Doctor Parnassus is 40 minutes.<br><br>So people who haven&#39;t seen Doctor Parnassus, it&#39;s not like Heath Ledger is in it, and then at the halfway point of the film his gone. No, Heath Ledger basically comes in to the film, about 15 to 20 minutes in, and Heath Ledger appears in the film essentially from then until the last 15 to 20 minutes. So yes it&#39;s worth while seeing.",heath ledger screen time imaginarium doctor parnassu dark knight heath ledger screen time joker dark knight minut heath ledger screen time toni imaginarium doctor parnassu minut peopl seen doctor parnassu like heath ledger halfway point film gone heath ledger basic come film minut heath ledger appear film essenti last minut ye worth see
12,Iqe85ffv9-w,"Jude Law Johnny Deep Colin Farrell and Heath Ledger all in one film, and this story line was entertaining.",jude law johnni deep colin farrel heath ledger one film stori line entertain
13,Iqe85ffv9-w,FINALLY I FOUND YOU !,final found
14,Iqe85ffv9-w,Just watched it.. never heard of it.. such a good film!,watch never heard good film
15,Iqe85ffv9-w,"Such a powerhouse cast, Heath Ledger&#39;s last movie that he wasn&#39;t even able to see through to the end, and hardly anyone has heard of it.",powerhous cast heath ledger last movi even abl see end hardli anyon heard
16,Iqe85ffv9-w,"Srry for poor inglés, Vhen were you when heat legend dies?",srri poor ingl vhen heat legend die
17,Iqe85ffv9-w,how is the best quality available in 240p?!!? these graphics from 2009 are absolute shit,best qualiti avail p graphic absolut shit
18,Iqe85ffv9-w,Love the music that&#39;s playing. Anyone know the name of it?,love music play anyon know name
19,Iqe85ffv9-w,240p so we meet again ...,p meet
20,Iqe85ffv9-w,Im watching this.,im watch
21,Iqe85ffv9-w,2020 everyone. What a fantastic film. 🥳,everyon fantast film
22,Iqe85ffv9-w,Why does the first guy that goes through the mirror face change???? Please explain!!!,first guy goe mirror face chang pleas explain
23,Iqe85ffv9-w,Rip Heath Ledger 1979-2008 and Rip Verne Troyer 1969-2018 10 years apart,rip heath ledger rip vern troyer year apart
24,Iqe85ffv9-w,"The Sally Jesse Raphael show told Justin cogo to act bad,act bad for the camera, and offered him a pack of cigarettes in NY in 1995 behind his parents back.",salli jess raphael show told justin cogo act bad act bad camera offer pack cigarett ny behind parent back
25,Iqe85ffv9-w,joker went out with a joke,joker went joke
26,Iqe85ffv9-w,"Heath Ledger was in a white suit and white mask when he shot his last scene. If he wasn’t wearing a mask, they couldn’t have introduced other actors. Because the mask was there, in the next scene the other actors could take off the mask and introduce themselves as different people in another world. RIP Heath Ledger, you made yourself a legend, even through the symbolism of your death.",heath ledger white suit white mask shot last scene wear mask introduc actor mask next scene actor could take mask introduc differ peopl anoth world rip heath ledger made legend even symbol death
27,Iqe85ffv9-w,Do ppl know 😳 the Is devil fake 😒 so make it make sense 🚮,ppl know devil fake make make sens
28,Iqe85ffv9-w,Terry Gilliam is God,terri gilliam god
29,Iqe85ffv9-w,"Anyone else find it funny that Tom Waitts, the guy that Heath Ledger modelled the Joker voice off of, is playing in a film with Heath Ledger?",anyon els find funni tom waitt guy heath ledger model joker voic play film heath ledger
30,Iqe85ffv9-w,"Everyone thinks Heath passed away during The Dark Knight but he actually passed during the filming of this movie, which was much longer after TDK. I&#39;m thinking both roles could have fucked him up a little or just so much work and no sleep instead using Xanax.",everyon think heath pass away dark knight actual pass film movi much longer tdk think role could fuck littl much work sleep instead use xanax
31,Iqe85ffv9-w,This kind of movies is not for us ... we are not part of the public that the directors focus on.,kind movi us part public director focu
32,Iqe85ffv9-w,R I p Heath and Verne,r p heath vern
33,Iqe85ffv9-w,"It took me so long to find this movie again, the only thing I could remember was the swing and the mirror but could never remember the title. So glad I found it again.",took long find movi thing could rememb swing mirror could never rememb titl glad found
34,Iqe85ffv9-w,"byłem w kinie sam, 400km od domu, coś chciałem obejrzeć, zasnąłem w trakcie pijany... 10 lat minęło a ciągle pamiętam tą scene... tego pijaka, który wchodzi po schodach i tonie w butelkach... Motyw starszego gościa który <br>uwodzi młodszą dziewczynę aby ją wykorzystać utkwił mi w głowie... zbieg okoliczności... ze akurat tam w tym miasteczku ona zmieniała moje życie...",em w kini sam km od domu co chcia em obejrz zasn em w trakci pijani lat min ci gle pami tam scene tego pijaka kt ry wchodzi po schodach toni w butelkach motyw starszego go cia kt ry uwodzi odsz dziewczyn abi j wykorzysta utkwi mi w g owi zbieg okoliczno ci ze akurat tam w tym miasteczku ona zmienia moje ycie
35,Iqe85ffv9-w,RIP Heath n Verne,rip heath n vern
36,Iqe85ffv9-w,Verne and heath rest in peace,vern heath rest peac
37,Iqe85ffv9-w,Heath Ledger😊Love you❤,heath ledger love
38,Iqe85ffv9-w,rip heath the best best best joker ever made will miss you 😢😢,rip heath best best best joker ever made miss
39,Iqe85ffv9-w,Sony pictures must be behind the satanic blood sacrifice of leger,soni pictur must behind satan blood sacrific leger
40,Iqe85ffv9-w,"I have looked for this movie for the past 5 years. I saw it one on TV, and fell in love  with  it. I am so happy I have  found  it.",look movi past year saw one tv fell love happi found
41,Iqe85ffv9-w,Zero mention of fetus Andrew Garfield lol,zero mention fetu andrew garfield lol
42,Iqe85ffv9-w,why does this look like it was filmed on a potato.,look like film potato
43,Iqe85ffv9-w,Watch this tripping on acid. You won’t be disappointed.,watch trip acid disappoint
44,Iqe85ffv9-w,"This should have been Called, <b>Terry Gilliams, The Imagination of WTF is going on in Doctor Parsnips wizard of oz mind</b>",call terri gilliam imagin wtf go doctor parsnip wizard oz mind
45,Iqe85ffv9-w,This movie is rubbish.,movi rubbish
46,Iqe85ffv9-w,I remember this movie not being very good. I think people really wanted it to be good because of Heath Ledger.,rememb movi good think peopl realli want good heath ledger
47,Iqe85ffv9-w,"I love that they used different actors for the same role. It’s so creative, and not easily spotted. It emphasises the “dreamscape, nothing is as it seems” trope that it possesses. Awesome job. XD",love use differ actor role creativ easili spot emphasis dreamscap noth seem trope possess awesom job xd
48,Iqe85ffv9-w,why so low res tho,low re tho
49,Iqe85ffv9-w,This film is memorable with good acting &amp; actors.,film memor good act amp actor
50,Iqe85ffv9-w,Going go see on Netflix tonight..it&#39;s movie night bitches..can&#39;t wait..,go go see netflix tonight movi night bitch wait
51,Iqe85ffv9-w,Does anybody know the score to this trailer?,anybodi know score trailer
52,Iqe85ffv9-w,"<a href=""https://www.youtube.com/watch?v=Iqe85ffv9-w&amp;t=1m12s"">1:12</a> All three actors are in The Fantastic Beasts series. Makes you wonder if Heath would&#39;ve had a similar role if he was still alive.",three actor fantast beast seri make wonder heath would similar role still aliv
53,Iqe85ffv9-w,Heath ledger😊🌟🌟🌟,heath ledger
54,Iqe85ffv9-w,Georges...,georg
55,Iqe85ffv9-w,I DONT KNOW,dont know
56,Iqe85ffv9-w,How have I never seen this?<br>That&#39;s such a great cast! I also love that Tom Waits is the devil. Haha,never seen great cast also love tom wait devil haha
57,Iqe85ffv9-w,Must see this now...,must see
58,Iqe85ffv9-w,"<a href=""https://www.youtube.com/watch?v=Iqe85ffv9-w&amp;t=0m45s"">0:45</a> That world looks a Mario Party game board.",world look mario parti game board
59,Iqe85ffv9-w,Looks like a massive pile of crap what a waist of casting talent and money,look like massiv pile crap waist cast talent money
60,Iqe85ffv9-w,My thoughts when I&#39;m high,thought high
61,Iqe85ffv9-w,Am I the only one who thinks that Lily Cole is quite underated in this trailer? I mean her role is essential for the storyline and her name does&#39;nt even appear? Seems like you already have to be famous to get credits..,one think lili cole quit under trailer mean role essenti storylin name nt even appear seem like alreadi famou get credit
62,Iqe85ffv9-w,Lucid Dreaming ........................................,lucid dream
63,Iqe85ffv9-w,Have more Tim Burton&#39;s style than the last Tim Burton&#39;s movies XD,tim burton style last tim burton movi xd
64,Iqe85ffv9-w,who&#39;s here because red velvet rookie mv ? hahaha,red velvet rooki mv hahaha
65,Iqe85ffv9-w,watching this because of red velvet&#39;s rookie,watch red velvet rooki
66,Iqe85ffv9-w,i love this movie,love movi
67,Iqe85ffv9-w,such a tremendous trailer.,tremend trailer
68,Iqe85ffv9-w,any1 know the song from the music box?,know song music box
69,Iqe85ffv9-w,Wow. It&#39;s an elite freemason&#39;s playground in this one,wow elit freemason playground one
70,Iqe85ffv9-w,This looks fuckin trippy nuts. Can&#39;t wait to watch it. :D,look fuckin trippi nut wait watch
71,Iqe85ffv9-w,AAWWW miss u Heath &gt;_&lt; fantastic movie i`m shure...and well THE BEST JOKER of batman (AND LAST),aawww miss u heath gt lt fantast movi shure well best joker batman last
72,Iqe85ffv9-w,.-. everything&#39;s a thousand years ago these days.,everyth thousand year ago day
73,Iqe85ffv9-w,"@drinkupXgorgeous Thank you, I know that now. I made that comment over a year ago.",drinkupxgorg thank know made comment year ago
74,Iqe85ffv9-w,@booksandvideos that was johnny depp not heath,booksandvideo johnni depp heath
75,Iqe85ffv9-w,"Ok, people, I get it! It wasn&#39;t Heath talking. I&#39;m still receiving messages a year after I made that mistake.",ok peopl get heath talk still receiv messag year made mistak
76,Iqe85ffv9-w,"@booksandvideos That&#39;s Johnny, not Heath.",booksandvideo johnni heath
77,Iqe85ffv9-w,@malakus,malaku
79,Iqe85ffv9-w,@booksandvideos,booksandvideo
82,Iqe85ffv9-w,too bad being the last movie for heath ... worst movie ever,bad last movi heath worst movi ever
83,Iqe85ffv9-w,R.I.P HEATH LEDGER,r p heath ledger
84,Iqe85ffv9-w,Just me or The Imaginarium of Doctor Parnassus is pretty alike to The Adventures Of Baron Munchausen???,imaginarium doctor parnassu pretti alik adventur baron munchausen
85,Iqe85ffv9-w,...waiting for the &quot;twitter on the 50inch flat screen&quot; ad to hurry up and end...sooo i guess walking over to the computer just doesn&#39;t fly anymore...i guess it makes sense for all the fat asses that just wanna live life through their tv,wait quot twitter inch flat screen quot ad hurri end sooo guess walk comput fli anymor guess make sens fat ass wan na live life tv
86,Iqe85ffv9-w,"you must know a lot about fingers .  What can I say. Some guys are the prince of our dreams and others (your group) , the frogs.",must know lot finger say guy princ dream other group frog
87,Iqe85ffv9-w,@fwaggylover  he did but his part in this movie  filmed befor he died!,fwaggylov part movi film befor die
88,Iqe85ffv9-w,Why collin farell,collin farel
89,Iqe85ffv9-w,OMG i saw this movie it was amazing go see it!!,omg saw movi amaz go see
90,Iqe85ffv9-w,@TheChaosjin he died before it was finished.. thats why they have the other three actors,thechaosjin die finish that three actor
91,Iqe85ffv9-w,"johney depp, jude law and colin farell all filled in 4 free after heath passed away as a tribute 2 him.",johney depp jude law colin farel fill free heath pass away tribut
92,Iqe85ffv9-w,can anyone say &quot;K&quot; HOLE?!,anyon say quot k quot hole
93,Iqe85ffv9-w,"Are you serious? Well, never mind then.",seriou well never mind
94,Iqe85ffv9-w,"He doesn&#39;t say it, Johnny Depp does. xD",say johnni depp xd
95,Iqe85ffv9-w,It is released in New York and Los Angeles on December 25th but released nationwide on January 8th. (:,releas new york lo angel decemb th releas nationwid januari th
96,Iqe85ffv9-w,It is released in New York and Los Angeles on December 25th but released nationwide on January 8th. (:,releas new york lo angel decemb th releas nationwid januari th
97,Iqe85ffv9-w,"Does anyone else find it ironic that this was Heath&#39;s last movie and in the trailer he says, &quot;Nothing is permanent, not even death&quot;?",anyon els find iron heath last movi trailer say quot noth perman even death quot
98,Iqe85ffv9-w,"I wish that heat L. , Jhonny  &amp; Jude were on another type of movie. I love them!",wish heat l jhonni amp jude anoth type movi love
99,Iqe85ffv9-w,"looks wonderful, except for johnny depp and the computer animation...",look wonder except johnni depp comput anim
100,Iqe85ffv9-w,"hey, it&#39;s better than going out on brokeback mountain.",hey better go brokeback mountain
101,Iqe85ffv9-w,"I can&#39;t wait to see Heath Ledger on the stage, again and for the last time.",wait see heath ledger stage last time
102,Iqe85ffv9-w,Looks good!,look good
103,8IFsdfk3mlk,Can I like this 100 times? One of my top ten books ever.,like time one top ten book ever
104,8IFsdfk3mlk,"Looks wonderful, will be looking for it on DVD when it&#39;s available.",look wonder look dvd avail
105,8IFsdfk3mlk,@SniperLi0n You should read the classic book before ever attempting to watch the movie.,sniperli n read classic book ever attempt watch movi
106,8IFsdfk3mlk,another version! God I dont get tired of it. Although Im not sure its gonna be that good....,anoth version god dont get tire although im sure gon na good
107,8IFsdfk3mlk,"is it scary, romantic, or idk what else",scari romant idk els
108,8IFsdfk3mlk,Love this book will have to see this movie,love book see movi
109,8IFsdfk3mlk,"@violinhero62 Go to the film&#39;s official site (Focus Features) and click &#39;Find Theatres.&#39;  I tried to post the direct link, but YouTube is being annoying.",violinhero go film offici site focu featur click find theatr tri post direct link youtub annoy
110,8IFsdfk3mlk,"I&#39;d regrettably never actually read Jane Eyre, so I just started reading it, and now I find out they&#39;re making a new movie version!! From the beginning (which I&#39;ve read) to the point where she is at the school it actually seems like it&#39;s very true to the book... that would be refreshing :)",regrett never actual read jane eyr start read find make new movi version begin read point school actual seem like true book would refresh
111,8IFsdfk3mlk,Lol I JUST finished reading this book yesterday and now I find out there is a movie?I MUST SEE,lol finish read book yesterday find movi must see
112,8IFsdfk3mlk,youtube.com/watch?v=jNAGz7WdGIU,youtub com watch v jnagz wdgiu
113,8IFsdfk3mlk,=NsX4jFjUtg8 its a realy funny skit,nsx jfjutg reali funni skit
114,8IFsdfk3mlk,"Dude, the only reason I&#39;d want to see it is cause &quot;The Weather People&quot; is used in the trailer. : )",dude reason want see caus quot weather peopl quot use trailer
115,8IFsdfk3mlk,"Other than the Goblins music, does anyone know what pieces are used in this trailer?",goblin music anyon know piec use trailer
116,8IFsdfk3mlk,I just watched Jane Eyre for the first time on netfliz and loved it and now im reading the book. I think this new movie looks very dramatic  but it looks good none the lease,watch jane eyr first time netfliz love im read book think new movi look dramat look good none leas
117,8IFsdfk3mlk,@seeyaspacecowboy yeah mia wasikowska.,seeyaspacecowboy yeah mia wasikowska
118,8IFsdfk3mlk,@seeyaspacecowboy Yep :),seeyaspacecowboy yep
119,8IFsdfk3mlk,"Yes! I&#39;ve gotta see this, even if it turns out to be an &#39;ehh&#39; list film. :)",ye got ta see even turn ehh list film
120,8IFsdfk3mlk,i can&#39;t freaking wait!,freak wait
121,8IFsdfk3mlk,"Upon re-reading the source material, its apparent every cinematic version has changed the tones and themes of the story slightly.  Some make him more brutish, some more vulnerable.  I think the thing is to let it be a different story, not make it alike the novel, as it just couldn&#39;t be.",upon read sourc materi appar everi cinemat version chang tone theme stori slightli make brutish vulner think thing let differ stori make alik novel
122,8IFsdfk3mlk,the other Jane Eyre wasn&#39;t good enough for everyone? i like that one...,jane eyr good enough everyon like one
123,8IFsdfk3mlk,"@jglass54 Agreed! After watching that miniseries, no other Jane Eyre is good enough. Nobody beats Ruth Wilson and Toby Stephens as Rochester and Jane. And this one... made me a little sad. Nobody seems to have the passion required.",jglass agre watch miniseri jane eyr good enough nobodi beat ruth wilson tobi stephen rochest jane one made littl sad nobodi seem passion requir
124,8IFsdfk3mlk,"Nobody beats Toby Stephens as Mr. Rochester... so I&#39;m a bit disappointed with the Rochester they&#39;ve chosen here. (He doesn&#39;t look grim or turbulent at ALL) And from the trailer, I&#39;m not so sure about Mia as Jane, either. She doesn&#39;t seem passionate enough. Still, I might watch this, if only for Judi Dench.",nobodi beat tobi stephen mr rochest bit disappoint rochest chosen look grim turbul trailer sure mia jane either seem passion enough still might watch judi dench
125,8IFsdfk3mlk,i heard about jane eyre by watching pheanus and pherb lol,heard jane eyr watch pheanu pherb lol
126,8IFsdfk3mlk,"Oh god, this looks... iffy. I&#39;m not impressed with how she spoke the &quot;poor, obscure, plain, and little&quot; line. Supposed to be way more passionate than that. But still, I&#39;ll give the movie a shot.",oh god look iffi impress spoke quot poor obscur plain littl quot line suppos way passion still give movi shot
127,8IFsdfk3mlk,Mia Wasikowska is 21 years old.,mia wasikowska year old
128,8IFsdfk3mlk,"I love the story of Jane Eyre and I have seen every version of it. I am, however, a little put off at how young this Jane looks. She literally looks 13. Don&#39;t know if I can get into this movie when Mr. Rochester will look like a pedophile to me.",love stori jane eyr seen everi version howev littl put young jane look liter look know get movi mr rochest look like pedophil
129,8IFsdfk3mlk,"To me, the Ruth Wilson/Toby Stephens mini-series is THE definitive version of &quot;Jane Eyre&quot;.  Ruth Wilson was superb and nominated for an Emmy.  Based on the trailer, I don&#39;t have much hope for this version.",ruth wilson tobi stephen mini seri definit version quot jane eyr quot ruth wilson superb nomin emmi base trailer much hope version
130,8IFsdfk3mlk,"Seen every version readily available.  My favorite is the Masterpiece Theatre version from 2006 (Toby Stevens).  LOVE the casting of Judy Dench as Mrs. Fairfax.  Kind of understated for such a grand dame (literally), but them so was her performance in the Keira Knightly version of Pride and Prejudice.",seen everi version readili avail favorit masterpiec theatr version tobi steven love cast judi dench mr fairfax kind underst grand dame liter perform keira knightli version pride prejudic
131,8IFsdfk3mlk,ooo what is this rated? i totally want to see it now! :D,ooo rate total want see
132,8IFsdfk3mlk,"@JacobGrimmFollower - Looks like it&#39;ll be a good movie, but I agree, the &quot;poor, plain&quot; bit was a bit insipid compared to the BBC version!",jacobgrimmfollow look like good movi agre quot poor plain quot bit bit insipid compar bbc version
133,8IFsdfk3mlk,@sorchasswans Also? Judi Dench. JUDI DENCH! APPROVE.,sorchasswan also judi dench judi dench approv
134,8IFsdfk3mlk,The fact that it opened with the lines from her childhood and actually touches on a lot of the important things that happen to her as a girl (Not just starting at the red room) makes me excited. None of the other movies I&#39;ve watched do that. This looks REALLY promising! LITERATURE NERD GIRL SQUEE!,fact open line childhood actual touch lot import thing happen girl start red room make excit none movi watch look realli promis literatur nerd girl squee
135,8IFsdfk3mlk,I wish this version would have been out when I had to read this in high school.,wish version would read high school
136,8IFsdfk3mlk,I remember reading this. How the book descirbed that &quot;ghost&quot; scared me bit.,rememb read book descirb quot ghost quot scare bit
137,8IFsdfk3mlk,She looks so heartbreakingly young.  It makes Jane&#39;s choices seem all the more  brave.  I love it!  Can&#39;t wait!,look heartbreakingli young make jane choic seem brave love wait
138,8IFsdfk3mlk,I&#39;m going to pee....read it 8 times. LOVE YOU CHARLOTTE BRONTE!,go pee read time love charlott bront
139,8IFsdfk3mlk,@yasafitraf Wait till you&#39;ve actually seen the movie first before declaring Stephens to be a &quot;better&quot; Rochester.,yasafitraf wait till actual seen movi first declar stephen quot better quot rochest
140,8IFsdfk3mlk,@yasafitraf Blanche&#39;s hair is black in the book.,yasafitraf blanch hair black book
141,8IFsdfk3mlk,Since when Ms Blanche Ingram dying her hair into black?,sinc ms blanch ingram die hair black
144,8IFsdfk3mlk,I can&#39;t wait to see it.  My English Honors class just got done reading this.  It looks very accurate and close to the book. Very interesting,wait see english honor class got done read look accur close book interest
145,8IFsdfk3mlk,Ahhhh! Can&#39;t waitt! :D,ahhhh waitt
146,8IFsdfk3mlk,@TheRealPiper101 Me to. That was the first version of Jane Eyre I ever saw. It remains my favorite.,therealpip first version jane eyr ever saw remain favorit
147,8IFsdfk3mlk,"Finally, a Miss Ingram who isn&#39;t a blonde! lol",final miss ingram blond lol
148,8IFsdfk3mlk,@MarleyVK,marleyvk
150,8IFsdfk3mlk,"I saw the trailer in the theater for the first time when it was playing behind Country Strong two weeks ago. Needless to say, it was better than the movie.",saw trailer theater first time play behind countri strong two week ago needless say better movi
151,8IFsdfk3mlk,@Moviewhiz1,moviewhiz
153,8IFsdfk3mlk,@Moviewhiz1,moviewhiz
155,8IFsdfk3mlk,The 2006 version will always have an advantage because you can include a lot more of the story in a 4-hour miniseries. We&#39;ll be lucky if the new film even tops two hours.,version alway advantag includ lot stori hour miniseri lucki new film even top two hour
156,8IFsdfk3mlk,SO EXCITED!,excit
157,8IFsdfk3mlk,Omg my English class is going to see this when it comes out because we&#39;re reading the book and this movie looks AWESOME!!,omg english class go see come read book movi look awesom
158,8IFsdfk3mlk,CANT WAIT TO SEE THIS,cant wait see
159,8IFsdfk3mlk,"MICHAEL FASSBENDER, YESSSSSSS",michael fassbend yesssssss
160,8IFsdfk3mlk,"awesome casting with michael fassbender, mia wasikowska, and judi dench. it looks like this version is going to be really creepy. i always thought the adaptations weren&#39;t scary enough.",awesom cast michael fassbend mia wasikowska judi dench look like version go realli creepi alway thought adapt scari enough
161,8IFsdfk3mlk,It will take me a while to get use to this version - I&#39;m in love with the 2006 BBC adaptation - but it actually looks good. (I love that Jamie Bell got a part in it!),take get use version love bbc adapt actual look good love jami bell got part
162,8IFsdfk3mlk,"this movie might even be better than the 2006 version i think thats which year) im pleased to say that the dialogue is rather similar to the actual script, and this i am excited to see this movie. EEEEEEP!!! i also love the casting :) somewhat :O haha im so excited!!!!!!!!",movi might even better version think that year im pleas say dialogu rather similar actual script excit see movi eeeeeep also love cast somewhat haha im excit
163,8IFsdfk3mlk,the plain and obscure scene doesnt feel or seem as powerful as the 2006 adaptation...i hope this version isn&#39;t a disappointment.,plain obscur scene doesnt feel seem power adapt hope version disappoint
164,8IFsdfk3mlk,@Lakota828 thx for the reply! guess we&#39;ll find out soon while watching the movie :) hope it&#39;s gonna be as good as the last Jane..,lakota thx repli guess find soon watch movi hope gon na good last jane
165,8IFsdfk3mlk,Michael Fassbender is 99x better looking than this Jane. I dont see how they could be good together...,michael fassbend x better look jane dont see could good togeth
166,8IFsdfk3mlk,"I don&#39;t like how Mr Rochester is incredibly more good looking than Jane. They need a better looking Jane... Not a new Rochester, I love Michael Fassbender! He&#39;s orgasmic.",like mr rochest incred good look jane need better look jane new rochest love michael fassbend orgasm
167,8IFsdfk3mlk,"@lllilith   (spoiler alert?)  I could be wrong, but I would assume it was for the part where he is blind and Jane comes back.  Why they would use that look is beyond me, but I would imagine that is the reason for the &quot;black eyes.&quot;",lllilith spoiler alert could wrong would assum part blind jane come back would use look beyond would imagin reason quot black eye quot
168,8IFsdfk3mlk,Mr. Rochester seems too nice.,mr rochest seem nice
169,8IFsdfk3mlk,what&#39;s with the black eyes of Rochester? :|,black eye rochest
170,8IFsdfk3mlk,Looks awesome!,look awesom
171,8IFsdfk3mlk,"Cant wait for this movie. Im not a fan of the girl they roled for Jane, but I&#39;ll give her a shot since I love this book o so much.",cant wait movi im fan girl role jane give shot sinc love book much
172,8IFsdfk3mlk,great book!! hopefully the movie will be too!! :),great book hope movi
173,8IFsdfk3mlk,this is so hollywood. glamourised and unecessarily dramatised jane eyre.........,hollywood glamouris unecessarili dramatis jane eyr
174,8IFsdfk3mlk,Hopefully the March release date will mean that folks will flock to this and ignore the silly &quot;Red Riding Hood&quot; in the process. Give me Mia over Amanda Seyfried any day of the week.,hope march releas date mean folk flock ignor silli quot red ride hood quot process give mia amanda seyfri day week
175,8IFsdfk3mlk,"i love the book so much i have read it over and over! i have never seen any shows or movies of it, so this will be refreshing...i hope. im so excited.",love book much read never seen show movi refresh hope im excit
176,8IFsdfk3mlk,jane eyre without ruth and toby.... is not jane eyre :(,jane eyr without ruth tobi jane eyr
177,8IFsdfk3mlk,@Dem192 I&#39;m reading it right now and I&#39;m stuck TT.TT But I&#39;m at the beginning too sooo lol,dem read right stuck tt tt begin sooo lol
178,8IFsdfk3mlk,"I love ever version of this movie that I have ever scene, but this one looks like it is going to be the best. I am so excited.",love ever version movi ever scene one look like go best excit
179,8IFsdfk3mlk,"I call the 2006 version the best, in my opinion.",call version best opinion
181,8IFsdfk3mlk,"&quot;There had to be lots of love in the air, but I&#39;m not seeing it in this version.&quot;",quot lot love air see version quot
183,8IFsdfk3mlk,@Leonhart407 Me too!! I can&#39;t  wait until 11 March!!,leonhart wait march
184,8IFsdfk3mlk,"You have no idea how EXCITED I am to see this movie! Jane and Mr Rochester don&#39;t look like they&#39;re 20 years apart (as in the book or in the 1996 movie version), but it doesn&#39;t matter to me. It looks like it will be an intense movie!",idea excit see movi jane mr rochest look like year apart book movi version matter look like intens movi
185,8IFsdfk3mlk,YES!!!!!!!! I can&#39;t wait! &lt;3 I love Jane Eyre and it looks like they did a good job!,ye wait lt love jane eyr look like good job
186,8IFsdfk3mlk,"Omg!!! I seriously cnt wait for this to come out. I have seen almost every version of Jane Eyre possible (including Orsen Wells playing the role of Mr. Rochester) and from the looks if this trailer, it seems that this version has captured more of the gothic tones and serious moods Charlotte Bronte uses in the book especially on the characterof Edward Rochester",omg serious cnt wait come seen almost everi version jane eyr possibl includ orsen well play role mr rochest look trailer seem version captur gothic tone seriou mood charlott bront use book especi characterof edward rochest
187,8IFsdfk3mlk,"Although I&#39;ve seen almost all of them, I never get tired of versions of Jane Eyre!  This one lookslike it will be pretty good--looks as if they&#39;ve captured more of the gothic qualities of the novel.",although seen almost never get tire version jane eyr one lookslik pretti good look captur gothic qualiti novel
188,8IFsdfk3mlk,I&#39;m so looking forward to this. Mia will pretty much ascend to godlike status if she nails this role.,look forward mia pretti much ascend godlik statu nail role
189,8IFsdfk3mlk,I couldn&#39;t pick a more perfect Rochester even though Toby Stephens BBC version was pretty good,pick perfect rochest even though tobi stephen bbc version pretti good
190,8IFsdfk3mlk,"@DragonflyandTheWolf, let&#39;s say he&#39;s so good looking it&#39;s scary ;)",dragonflyandthewolf let say good look scari
191,8IFsdfk3mlk,"@blathynblethyn except that michael fassbender is way too pretty for Rochester.  Not that I&#39;m complaining, I love him as an actor, but isn&#39;t Rochester supposed to be kind of scary looking?",blathynblethyn except michael fassbend way pretti rochest complain love actor rochest suppos kind scari look
192,8IFsdfk3mlk,"oooh i do hope it&#39;s good! this was one of my fav books, have read it a couple times :) kinda excited now, think i&#39;ll go find it and read again! :D",oooh hope good one fav book read coupl time kinda excit think go find read
193,8IFsdfk3mlk,All I can think of when I think of Jane Eyre now is Wide Sargasso Sea. Literature fucked up my life.,think think jane eyr wide sargasso sea literatur fuck life
194,8IFsdfk3mlk,@blathynblethyn   - That&#39;s the truth.,blathynblethyn truth
195,8IFsdfk3mlk,"oh my freaking god, my book!",oh freak god book
196,8IFsdfk3mlk,OMMMG I LOVE THIS BOOK AND I&#39;M SOO EXCITED ABOUT THE MOVIE,ommmg love book soo excit movi
197,8IFsdfk3mlk,omgggggggggggggggggggg cant wait to see this !!!!!,omgggggggggggggggggggg cant wait see
199,8IFsdfk3mlk,Looks good because its FOCUS! There movies are always good!,look good focu movi alway good
200,8IFsdfk3mlk,This looks amazing!  I am about half way through the book it&#39;s so good!  I cannot wait to see this version of Jane Eyre!,look amaz half way book good wait see version jane eyr
201,8IFsdfk3mlk,@noompie95,noompi
203,8IFsdfk3mlk,It looks really good and promising but I feel there have been to many adaptions in the past couple of years.,look realli good promis feel mani adapt past coupl year
204,8IFsdfk3mlk,I like this trailer too. It looks very promising. Can&#39;t wait to see it.,like trailer look promis wait see
205,8IFsdfk3mlk,"It probably belongs to the most beautiful love stories of world literature, and yet it is much more than just that.",probabl belong beauti love stori world literatur yet much
