,ID,comments,cleaned_comments
1971,-Czz-TcWCkA,"For me, this is the BEST Terminator Movie I have ever watched. Rise of the Machines came close.",best termin movi ever watch rise machin came close
1972,-Czz-TcWCkA,This was a good movie and very underrated.,good movi underr
1973,-Czz-TcWCkA,Where is arnold??,arnold
1974,-Czz-TcWCkA,underrated movie forsure! it&#39;s so good!,underr movi forsur good
1975,-Czz-TcWCkA,way fucking better,way fuck better
1976,-Czz-TcWCkA,way better than the shit of genesys,way better shit genesi
1977,-Czz-TcWCkA,Maaaaaan trailer still gives me goosebumps. Love it. Pretty darn good movie.,maaaaaan trailer still give goosebump love pretti darn good movi
1978,-Czz-TcWCkA,way better thank genisys,way better thank genisi
1979,-Czz-TcWCkA,De los mejores trailers que he visto. :),de lo mejor trailer que visto
1980,-Czz-TcWCkA,wat song was that at the beginning,wat song begin
1981,-Czz-TcWCkA,"scariest female ive ever seen <a href=""http://www.youtube.com/watch?v=-Czz-TcWCkA&amp;t=0m57s"">0:57</a>",scariest femal ive ever seen
1982,-Czz-TcWCkA,nine inch nails ;),nine inch nail
1983,-Czz-TcWCkA,&quot;WHERE IS HE ! &quot; :],quot quot
1984,-Czz-TcWCkA,Vevo is great for you guys..There more to an organization than just media production.,vevo great guy organ media product
1985,miz1V13QWsU,What I&#39;ve learned is that leadership comes a long way,learn leadership come long way
1986,miz1V13QWsU,Back at school I learned more from this movie then in all my classes in 1 whole year lol.,back school learn movi class whole year lol
1987,miz1V13QWsU,"Great film, but I thought it was needlessly dramatic in some places, like making Dolores Umbridge play an outright villain.",great film thought needlessli dramat place like make dolor umbridg play outright villain
1988,miz1V13QWsU,Bill Burr brought me here. 🤣😂🤣😂,bill burr brought
1989,miz1V13QWsU,"cant get over the fact that umbridge is in this movie like,,",cant get fact umbridg movi like
1990,miz1V13QWsU,This Movie inspired me to become a lawyer. I LOVE this movie.,movi inspir becom lawyer love movi
1991,miz1V13QWsU,The black boy in the orange hoodie was robbed and killed by crips right filming,black boy orang hoodi rob kill crip right film
1992,miz1V13QWsU,Lol bill burr of all people got me here,lol bill burr peopl got
1993,miz1V13QWsU,Watching this trailer after Bill Burr made fun of it! 🤣🤣🤣,watch trailer bill burr made fun
1994,miz1V13QWsU,Now I see where Mad T.v. get their Idea&#39;s from on 1 skit.,see mad v get idea skit
1995,miz1V13QWsU,LOL!,lol
1996,miz1V13QWsU,"No lie, this is one of the best well put together trailer I have seen, everything in this trailer already told me it was gonna be a good movie and I was right lol",lie one best well put togeth trailer seen everyth trailer alreadi told gon na good movi right lol
1997,miz1V13QWsU,2007 was a Great year for Hilary Swank. This movie was directed by the same director of P.S I Love You and both stars Hilary Swank which was Amazing.,great year hilari swank movi direct director p love star hilari swank amaz
1998,miz1V13QWsU,Who is here from Bill Burr&#39;s first special?,bill burr first special
1999,miz1V13QWsU,When she said &quot;if you&#39;re latino or asian or black you can get blasted anytime you walk out your door&quot; I&#39;m like Long Beach is where I want to live.,said quot latino asian black get blast anytim walk door quot like long beach want live
2000,miz1V13QWsU,Bill burr anyone?,bill burr anyon
2001,miz1V13QWsU,I just watched this in SS it one of the best movies I ever watched in class where I actually payed attention to,watch ss one best movi ever watch class actual pay attent
2002,miz1V13QWsU,1. What is Eva’s (first speaker) view of herself and her “people.”?,eva first speaker view peopl
2003,miz1V13QWsU,"An eye opener, and a truly inspirational film, you will learn so much lessons about life, definitey one of the best movie I’ve ever watched in my whole life...",eye open truli inspir film learn much lesson life definitey one best movi ever watch whole life
2004,miz1V13QWsU,"фильм всегда будет зависеть от моих любимых фильмов , послание, стоящее за ним, настолько мощное",
2005,miz1V13QWsU,THIS MOVIE IS BASED ON A TRUE STORY. VERY MOVING,movi base true stori move
2006,miz1V13QWsU,one of the best movies i&#39;ve ever watched. hands down. I felt so real and connected to each character. they felt so real. Actors did amazing and the real life story is heartwarming,one best movi ever watch hand felt real connect charact felt real actor amaz real life stori heartwarm
2007,miz1V13QWsU,This Movie was worth watching.,movi worth watch
2008,miz1V13QWsU,pero qué pérdida de tiempo :/,pero qu p rdida de tiempo
2009,miz1V13QWsU,That “slip out The back” beat?,slip back beat
2010,miz1V13QWsU,One of the best movies ive ever seen.,one best movi ive ever seen
2011,miz1V13QWsU,Dangerous Mind..,danger mind
2012,miz1V13QWsU,Its like gansta paradise.,like gansta paradis
2013,miz1V13QWsU,"I&#39;ve been thinking about this lately and wanting to watch it again but I forgot the title. Thank God it showed on tiktok, now I&#39;m gonna cry buckets again. This movie/story is so inspiring, highly recommended for those who didn&#39;t watch it yet 😊",think late want watch forgot titl thank god show tiktok gon na cri bucket movi stori inspir highli recommend watch yet
2014,miz1V13QWsU,I like the Madtv Trailer: Nice White Lady better,like madtv trailer nice white ladi better
2015,miz1V13QWsU,Where can I watch this,watch
2016,miz1V13QWsU,True story🥰,true stori
2017,miz1V13QWsU,"I will never forget the first time I watched this movie. It was on my tv and it looked good, but man, it hit hard. Made me cry, and made my heart hurt for the poor kids.",never forget first time watch movi tv look good man hit hard made cri made heart hurt poor kid
2018,miz1V13QWsU,I will watch this movie now 👍,watch movi
2019,miz1V13QWsU,is this the first scene,first scene
2020,miz1V13QWsU,Wahre worte,wahr wort
2021,miz1V13QWsU,Where can i watch the film,watch film
2022,miz1V13QWsU,Is this movie on Netflix’s ??? Cause I wanna watch it,movi netflix caus wan na watch
2023,miz1V13QWsU,I&#39;m dyiiingggg with people not getting this is a white savior movie 💀💀,dyiiingggg peopl get white savior movi
2024,miz1V13QWsU,Y’all here from tik tok don’t cap,tik tok cap
2025,miz1V13QWsU,Damn I didn’t know old boy died before the movie was actually released,damn know old boy die movi actual releas
2026,miz1V13QWsU,Emotional movie 💜,emot movi
2027,miz1V13QWsU,Dangerous mind remake?,danger mind remak
2028,miz1V13QWsU,Bill Burr thrashed this movie lmao,bill burr thrash movi lmao
2029,miz1V13QWsU,💯,
2030,miz1V13QWsU,"Yesterday, for first time I watched this movie. One of the best movie I have watched in recent times.",yesterday first time watch movi one best movi watch recent time
2031,miz1V13QWsU,One of the best movie no kapp,one best movi kapp
2032,miz1V13QWsU,Bill Burr... if you know you know,bill burr know know
2033,miz1V13QWsU,Is this the movie Bill Burr was talking about?,movi bill burr talk
2034,miz1V13QWsU,Latino are whites and ther arent latino they are Spaniards,latino white ther arent latino spaniard
2035,miz1V13QWsU,The fact that this is based on such an inspiringly true story gets me more than anything,fact base inspiringli true stori get anyth
2036,miz1V13QWsU,I died laughing when i finally realized where i recognized the department head from... IT&#39;S PROFESSOR UMBRIDGE!!!!! THE TOAD STRIKES AGIAN!!! The actor seemed to be on a roll playing two bad teachers in one year. But damn is she good at it. Kudos on her acting ability.,die laugh final realiz recogn depart head professor umbridg toad strike agian actor seem roll play two bad teacher one year damn good kudo act abil
2037,miz1V13QWsU,Great movie. A must watch piece.,great movi must watch piec
2038,miz1V13QWsU,I understand that this is based off a true story and all but this is a cheap remake of Dangerous Minds that was released in 1995.,understand base true stori cheap remak danger mind releas
2039,miz1V13QWsU,That Goalcast vid brought me here. Imma watch this movie.,goalcast vid brought imma watch movi
2040,miz1V13QWsU,Is anyone else watching this because of the read 180 anchor video?,anyon els watch read anchor video
2041,miz1V13QWsU,"My heart&#39;s always raising whenever they tried to speak and the teacher did really do a great job. I&#39;m crying and at the same time happy , the feeling that I can&#39;t explain , I felt in this movie",heart alway rais whenev tri speak teacher realli great job cri time happi feel explain felt movi
2042,miz1V13QWsU,"Hello, Umbridge",hello umbridg
2043,miz1V13QWsU,Hands down one of my favourite movies🙌🏾,hand one favourit movi
2044,miz1V13QWsU,Just watched this movie it&#39;s really a good movie,watch movi realli good movi
2045,miz1V13QWsU,u already know this movie is gonna be good if you doloras umbridge in it ( hp fans will get it ),u alreadi know movi gon na good dolora umbridg hp fan get
2046,miz1V13QWsU,Goal cast made me want to see this  <br><br>They did a piss poor job in the trailer of what it was all about. That’s the main reason I didn’t want to see it. Just another movie about gang violence and how no one gets out. <br>But this is about a teacher that inspired and the accomplishments of these kids. <br><br>Bad advertising mtv. Smh<br><br>Choosing Hillary as the teacher?  Her personality doesn’t seem to got. But ill leave my criticism of that after the watch.,goal cast made want see piss poor job trailer main reason want see anoth movi gang violenc one get teacher inspir accomplish kid bad advertis mtv smhchoos hillari teacher person seem got ill leav critic watch
2047,miz1V13QWsU,This movie to me was so boring,movi bore
2048,miz1V13QWsU,This movie opened my eyes for sure,movi open eye sure
2049,miz1V13QWsU,This is so good,good
2050,miz1V13QWsU,Where can I watch does anyone have a link??,watch anyon link
2051,miz1V13QWsU,This movie inspired me to become a teacher 💖 I love this movie so much.,movi inspir becom teacher love movi much
2052,miz1V13QWsU,"This movie opened my eyes, made me think about the &quot;bad&quot; kids in my class,",movi open eye made think quot bad quot kid class
2053,miz1V13QWsU,I put this film in the same category as &#39;187&#39; and &#39;Dangerous Minds&#39;. All displayed &#39;urban youth&#39; in rough neighborhoods,put film categori danger mind display urban youth rough neighborhood
2054,miz1V13QWsU,Underrated Movie ! A masterpiece !,underr movi masterpiec
2055,miz1V13QWsU,"Dangerous mind 2 ,bad student learned good feeling created female teacher 🙄🙄🙄",danger mind bad student learn good feel creat femal teacher
2056,miz1V13QWsU,It&#39;s like a modern version of Stand and deliver,like modern version stand deliv
2057,miz1V13QWsU,Be the change!,chang
2058,miz1V13QWsU,Dam! Americans are crazy. That don’t happen in Sweden . That’s sad,dam american crazi happen sweden sad
2059,miz1V13QWsU,"Every time I watch, every time I cry",everi time watch everi time cri
2060,miz1V13QWsU,♥️💯,
2061,miz1V13QWsU,who&#39;s here because of Bill Burr?,bill burr
2062,miz1V13QWsU,This movie and this teacher is the reason why I want to become a teacher,movi teacher reason want becom teacher
2063,miz1V13QWsU,"All teacher whould be seen this movie, its a greatest movie of all time",teacher whould seen movi greatest movi time
2064,miz1V13QWsU,Super trailer de qualité,super trailer de qualit
2065,miz1V13QWsU,Très good,tr good
2066,miz1V13QWsU,La première 2 vous êtes beaux,la premi vou te beaux
2067,miz1V13QWsU,How many groups are there ?,mani group
2068,miz1V13QWsU,This is one of the most powerful movies ever,one power movi ever
2069,miz1V13QWsU,6th grade i remember take me back 😭😭😭,th grade rememb take back
2070,miz1V13QWsU,Hilary Swank should&#39;ve won a third Oscar for this movie.,hilari swank third oscar movi
2071,miz1V13QWsU,"I just wish people of color had safe spaces. Separate schools, bathrooms, drinking fountains, parks etc. Has that ever been tried before? It should definitely be tried",wish peopl color safe space separ school bathroom drink fountain park etc ever tri definit tri
2072,miz1V13QWsU,Yall need to watch Stand &amp; Deliver 💯👌🏽 Good Movie too 🔥,yall need watch stand amp deliv good movi
2073,miz1V13QWsU,I&#39;ve seen that movie five months ago was in December,seen movi five month ago decemb
2074,miz1V13QWsU,"this movie is so powerful, and to think that police brutality is still happening today is so sick.",movi power think polic brutal still happen today sick
2075,miz1V13QWsU,Hands down the best movie I&#39;ve ever watched!!!!,hand best movi ever watch
2076,miz1V13QWsU,damn. its the fact movies like this where made in the past and still nothing has changed.,damn fact movi like made past still noth chang
2077,miz1V13QWsU,I rember seeing this movie in theartre summer of 2007 and now thank you for putting this movie on Netflix ♥️,rember see movi theartr summer thank put movi netflix
2078,miz1V13QWsU,this is a really good movie it really opened my heart and i kinda felt how they where feeling with all this pain behind there heart,realli good movi realli open heart kinda felt feel pain behind heart
2079,miz1V13QWsU,"This movie will always be one of my favorite movies, The message behind it is so powerful",movi alway one favorit movi messag behind power
2080,miz1V13QWsU,Such a good movie,good movi
2081,miz1V13QWsU,Coucou,coucou
2082,miz1V13QWsU,its a really good movie,realli good movi
2083,miz1V13QWsU,"I had never seen or heard of this movie, now I watched it, and it&#39;s really a great movie.",never seen heard movi watch realli great movi
2084,miz1V13QWsU,Hey it’s Umbridge and she isn’t playing an asshole in this film lol,hey umbridg play asshol film lol
2085,jF5JFoGIE5U,That&#39;s not the movie version that comes from kids storybook.,movi version come kid storybook
2086,jF5JFoGIE5U,slug bussiness. Thomas Elliott. mcdonald county media&#39;s. teachers.,slug bussi thoma elliott mcdonald counti media teacher
2087,jF5JFoGIE5U,"The animation of the movie my school has is TERRIBLE, AND I MEAN IT. Now I watch this trailer, I actually wanna watch it :)",anim movi school terribl mean watch trailer actual wan na watch
2088,jF5JFoGIE5U,"Looks like I don&#39;t need to see the movie. They showed pretty much all of it in the commercial!<br><br>They&#39;d better not ruin it, I like, dedicated my life to this book. I was in a play about it, too, and I played Alexander.",look like need see movi show pretti much commerci better ruin like dedic life book play play alexand
2089,jF5JFoGIE5U,looks cute,look cute
2090,jF5JFoGIE5U,Hahaha alligator hehehe I am gonna do that one I wanna live in the swamp or jungle I dont know mabye in the swamp I&#39;ve always<br>Wanted ro live out in the wild,hahaha allig heheh gon na one wan na live swamp jungl dont know maby swamp alwaysw ro live wild
2091,jF5JFoGIE5U,I think Alexander isn&#39;t going to fly away from home with a snowman just like the animated version,think alexand go fli away home snowman like anim version
2092,jF5JFoGIE5U,I&#39;ve seen the original animated version of this movie.this one should be interesting,seen origin anim version movi one interest
2093,jF5JFoGIE5U,Looks cute.,look cute
2095,jF5JFoGIE5U,Comes out on my birth day,come birth day
2096,jF5JFoGIE5U,Comes out on my birth day,come birth day
2097,jF5JFoGIE5U,i remember the original book from my childhood,rememb origin book childhood
2098,jF5JFoGIE5U,"Dear Disney: quit (expletive deleted: this is a &quot;family channel&quot;, supposedly) up perfectly good books / stories.",dear disney quit explet delet quot famili channel quot supposedli perfectli good book stori
2099,jF5JFoGIE5U,Remember reading this book when I was little. Will watch the movie out of curiosity.,rememb read book littl watch movi curios
2100,jF5JFoGIE5U,what&#39;s the song from the trailer??,song trailer
2101,jF5JFoGIE5U,another good movie to watch yay,anoth good movi watch yay
2102,jF5JFoGIE5U,this looks awful. absolutely awful,look aw absolut aw
2103,jF5JFoGIE5U,are they making a movie out of every child&#39;s story.<br><br>I guess people in Hollywood cant read more that a 10 page book.,make movi everi child stori guess peopl hollywood cant read page book
2104,jF5JFoGIE5U,The nostalgia of my childhood days ....,nostalgia childhood day
2105,jF5JFoGIE5U,Ahhhhh Troy!!!! 😍,ahhhhh troy
2106,jF5JFoGIE5U,This is going to be a great movie! I can&#39;t wait!,go great movi wait
2107,jF5JFoGIE5U,Yayyy Steve carrel!!,yayyy steve carrel
2108,jF5JFoGIE5U,"Ugh, my childhood is ruined. This is the most random group of actors put together combined with Disney&#39;s pun-filled &quot;family friendly&quot; garbage to ruin yet another lovely childhood book I&#39;M SO UPSET. I feel like this could have been done a lot better. :S",ugh childhood ruin random group actor put togeth combin disney pun fill quot famili friendli quot garbag ruin yet anoth love childhood book upset feel like could done lot better
2109,jF5JFoGIE5U,"<a href=""http://www.youtube.com/watch?v=jF5JFoGIE5U&amp;t=2m06s"">2:06</a> The word &quot;dope&quot; on a disney film.",word quot dope quot disney film
2110,jF5JFoGIE5U,"Once again, disney failing to depict teenagers.",disney fail depict teenag
2111,jF5JFoGIE5U,Did Disney just make a joke about one of their own movies? Low blow Disney,disney make joke one movi low blow disney
2112,jF5JFoGIE5U,did i just watch the whole movie?,watch whole movi
2113,jF5JFoGIE5U,"This comes out on my birthday  <a href=""http://www.youtube.com/results?search_query=%23blessed"">#blessed</a>",come birthday bless
2114,jF5JFoGIE5U,"Finally, Disney.",final disney
2115,jF5JFoGIE5U,OMG my friggin all tme favorite book!!!!! &lt;3 &lt;3 &lt;3,omg friggin tme favorit book lt lt lt
2116,jF5JFoGIE5U,Kinda liked how Alexander&#39;s entire family is having a bad day in the movie. I felt so bad for Alexander in the book because it was just him who was having a bad day and his family and friends provided like no comfort. Hope they make some references from the book,kinda like alexand entir famili bad day movi felt bad alexand book bad day famili friend provid like comfort hope make refer book
2117,jF5JFoGIE5U,"Que buenísimo, quiero verla pero la película &quot;Alexander and the Terrible, Horrible, No Good, Very Bad Day&quot; llegara el 9 de octubre en Argentina :D",que buen simo quiero verla pero la pel cula quot alexand terribl horribl good bad day quot llegara el de octubr en argentina
2118,jF5JFoGIE5U,"I&#39;m Not Going to Beg for Viewers or Subscribers, I just want people to come watch my short video about my Ex-Girlfriend on my Channel. I&#39;d appreciate it, but if you&#39;re not going to watch, it&#39;s cool, have a great day.",go beg viewer subscrib want peopl come watch short video ex girlfriend channel appreci go watch cool great day
2119,jF5JFoGIE5U,<br>Sb blende,sb blend
2120,jF5JFoGIE5U,I remember this book! Awwww :),rememb book awwww
2121,jF5JFoGIE5U,TttrrewwQQQAASS,tttrrewwqqqaass
2122,jF5JFoGIE5U,Ooooii,ooooii
2123,jF5JFoGIE5U,Pp,pp
2124,jF5JFoGIE5U,"Holy crud, now this looks good! I laughed pretty damn hard! I can&#39;t wait for this, a lot of good people seem to be in it...sweet!<br><br>&quot;Let&#39;s go Wreck-It-Ralph!&quot;",holi crud look good laugh pretti damn hard wait lot good peopl seem sweet quot let go wreck ralph quot
2125,jF5JFoGIE5U,I wonder if they are going to put in parts from the other books in the series too.,wonder go put part book seri
2126,jF5JFoGIE5U,I grew up on this book. Please don&#39;t ruin it. They already did with &quot;Cloudy With a Chance of Meatballs.&quot;,grew book pleas ruin alreadi quot cloudi chanc meatbal quot
2127,jF5JFoGIE5U,So loved the book when i was little.. Don&#39;t know about the movie though,love book littl know movi though
2128,jF5JFoGIE5U,"It&#39;s going to be nothing like the book, but I think I&#39;m going to enjoy it.",go noth like book think go enjoy
2129,jF5JFoGIE5U,"Hopefully the movie will be a little less depressing than the book was.<br>Was that Jennifer Coolidge playing the driving instructor? My mom&#39;s gonna want to see this now, she loves her!",hope movi littl less depress book jennif coolidg play drive instructor mom gon na want see love
2130,jF5JFoGIE5U,Please disney don&#39;t screw the book up. I grew up reading the book!!!,pleas disney screw book grew read book
2131,jF5JFoGIE5U,looking forward for another Disney Movie Looks Promising,look forward anoth disney movi look promis
2132,jF5JFoGIE5U,"The only good thing about this movie, might be that Stiffler&#39;s mom is in it.",good thing movi might stiffler mom
2133,jF5JFoGIE5U,all these people saying its going to be bad because its not like the book when the book is extremely short so yes Disney tried to have a little fun with it I think its going to be great,peopl say go bad like book book extrem short ye disney tri littl fun think go great
2134,jF5JFoGIE5U,"never cared much for the book, but I want to see this movie lol",never care much book want see movi lol
2135,jF5JFoGIE5U,A trailer by definition should nt reveal plot points towards the end of the film ...sighh,trailer definit nt reveal plot point toward end film sighh
2136,jF5JFoGIE5U,I love it when my childhood books are torn apart by modern day movie producers!,love childhood book torn apart modern day movi produc
2137,jF5JFoGIE5U,Fuck this movie. It is completely missing the point of the book.,fuck movi complet miss point book
2138,jF5JFoGIE5U,"I think I just saw the whole movie in <a href=""http://www.youtube.com/watch?v=jF5JFoGIE5U&amp;t=2m38s"">2:38</a> minutes.",think saw whole movi minut
2139,jF5JFoGIE5U,DYLAAAAAAAN,dylaaaaaaan
2140,jF5JFoGIE5U,"I just found my childhood copy of this book! I&#39;m pretty sure that although I like most of the known actors in this film, I will NOT appreciate the modern twist on that slim kid&#39;s tale...",found childhood copi book pretti sure although like known actor film appreci modern twist slim kid tale
2141,jF5JFoGIE5U,"This is interesting! I also LOL&#39;ed at the &quot;Nice going, Wreck-It-Ralph!&quot; part.",interest also lol ed quot nice go wreck ralph quot part
2142,jF5JFoGIE5U,What song is that???,song
2143,jF5JFoGIE5U,Seems like they showed the whole movie.,seem like show whole movi
2144,jF5JFoGIE5U,Does it even rain in the movie?! It better rain.,even rain movi better rain
2145,jF5JFoGIE5U,"Those of you who are saying that the movie does not follow the book all that much are forgetting that the book had a flawed message.  Saying &quot;some people just have bad days&quot; makes less sense when most of the things that happen ARE THE MAIN CHARACTER&#39;S FAULT. Gum in his hair when he woke up? He went to sleep with gum in his mouth. Teacher liked someone else&#39;s drawing instead of his?  He didn&#39;t draw ANYTHING.  THIS movie strengthens the message by taking people who never had a bad day and having them learn how to deal with it with someone with experience.  I for one, have been interested in this since I saw the press release (which DOES mention the gum scene by the by, so they aren&#39;t ignoring the book completely) and this trailer just strengthens that interest.",say movi follow book much forget book flaw messag say quot peopl bad day quot make less sens thing happen main charact fault gum hair woke went sleep gum mouth teacher like someon els draw instead draw anyth movi strengthen messag take peopl never bad day learn deal someon experi one interest sinc saw press releas mention gum scene ignor book complet trailer strengthen interest
2146,jF5JFoGIE5U,Love Steve Carell !!!!,love steve carel
2147,jF5JFoGIE5U,This is a MUST to see! This looks like a great film. Can&#39;t wait to see It on my birthday.  :D,must see look like great film wait see birthday
2148,jF5JFoGIE5U,LOL! I thought this was an rated R film or at least some comedy PG-13 film.,lol thought rate r film least comedi pg film
2149,jF5JFoGIE5U,"I hope they don&#39;t mess this up, because this book was one of my favorites when I was a kid.",hope mess book one favorit kid
2150,jF5JFoGIE5U,XDXDXD,xdxdxd
2151,jF5JFoGIE5U,"First minute I hated it, but I think everything past &quot;You all need a bad day to enjoy a good one&quot; won me over, I&#39;ve got to see this.",first minut hate think everyth past quot need bad day enjoy good one quot got see
2152,jF5JFoGIE5U,"&quot;Let&#39;s go, Wreck-It Ralph!&quot; DISNEY I HATE YOU SO MUCH I mean this movie does look like a good family movie but STILL",quot let go wreck ralph quot disney hate much mean movi look like good famili movi still
2153,jF5JFoGIE5U,"As always, the book is better :P I wonder if he&#39;ll reference anything about moving to Australia or having gum in his hair, or not getting a toy from his cereal. Disney you had better not ruin this!",alway book better p wonder refer anyth move australia gum hair get toy cereal disney better ruin
2154,jF5JFoGIE5U,Oh my god.......That&#39;s perfect! &quot;Let&#39;s go Wreck it Ralph!&quot; XDDDD,oh god perfect quot let go wreck ralph quot xdddd
2155,jF5JFoGIE5U,"I got to be honest, I thought I would expect Alexander as the only character that would experience every bad day in his life, according to the original book and the 1990 HBO special, but not his entirely family. :( Not sure if I like the way Disney apply to this change while including a kangaroo randomly hopping around in California. &gt;_&lt;",got honest thought would expect alexand charact would experi everi bad day life accord origin book hbo special entir famili sure like way disney appli chang includ kangaroo randomli hop around california gt lt
2156,jF5JFoGIE5U,"This looks promising! I tried telling my sisters about it but they already went to bed. I have to wait til tomorrow then, but I really do want to see this!",look promis tri tell sister alreadi went bed wait til tomorrow realli want see
2157,jF5JFoGIE5U,.....same song as Warm Bodies in the beginning.,song warm bodi begin
2158,jF5JFoGIE5U,On MY BIRTHDAY. Yesh,birthday yesh
2159,jF5JFoGIE5U,"WOW LOOK AT THIS GODLY, AMAZINGLY, SPECTACULARLY, FUCKING GOD AWFUL MOVIE.... NO!... NO!<br><br>This has nothing to do with the book what so ever, so in other words its a bad idea.",wow look godli amazingli spectacularli fuck god aw movi noth book ever word bad idea
2160,jF5JFoGIE5U,OH MY FUCKING SHIT CHILDISH GAMBINO IS IN THIS MOVIE OMG I WANNA SEE IT NOW HOLY SHIT YESSSS,oh fuck shit childish gambino movi omg wan na see holi shit yessss
2161,jF5JFoGIE5U,Huh. I read this book when I was younger. This definitely looks like a promising film.,huh read book younger definit look like promis film
2162,jF5JFoGIE5U,what song is that at the end?,song end
2163,jF5JFoGIE5U,Wreck it Ralph reference. Of course.,wreck ralph refer cours
2164,jF5JFoGIE5U,That was surprising. I&#39;m diggin it.,surpris diggin
2165,jF5JFoGIE5U,I came here for bella and all i see is other people,came bella see peopl
2166,jF5JFoGIE5U,"The song at :49 to <a href=""http://www.youtube.com/watch?v=jF5JFoGIE5U&amp;t=1m25s"">1:25</a> is Dawin Polanco - Just Girly Things! - you&#39;re welcome",song dawin polanco girli thing welcom
2167,jF5JFoGIE5U,What is a kangaroo doing in America???,kangaroo america
2168,jF5JFoGIE5U,A must see movie,must see movi
2169,jF5JFoGIE5U,"So, instead of being about Alexander himself. It&#39;s about the whole family. Yeah, I don&#39;t think it&#39;s a good idea. I love the book because it&#39;s all about the one guy having a bad day while others were having great days. This...this doesn&#39;t make sense.",instead alexand whole famili yeah think good idea love book one guy bad day other great day make sens
2170,jF5JFoGIE5U,"<a href=""http://www.youtube.com/watch?v=jF5JFoGIE5U&amp;t=1m53s"">1:53</a> : Wreck it Ralph reference",wreck ralph refer
2171,jF5JFoGIE5U,what they replaced nick with a GIRL  what the fuck<br>!!!!,replac nick girl fuck
2172,jF5JFoGIE5U,one of my fav books is going be a movie yes ! this is the 4 the others were the wimpy kids,one fav book go movi ye other wimpi kid
2173,jF5JFoGIE5U,childish gambino.,childish gambino
2174,jF5JFoGIE5U,OMG. I hope this turns out good. :),omg hope turn good
2175,jF5JFoGIE5U,"I feel like I&#39;ve just watched the entire movie soo.... not going to actually see it, so thanks I guess?",feel like watch entir movi soo go actual see thank guess
2176,jF5JFoGIE5U,OMG trailer just came out today!? Gotta see this!!!,omg trailer came today got ta see
2177,jF5JFoGIE5U,that was amazing,amaz
2178,jF5JFoGIE5U,dude I used to love that book!,dude use love book
2179,jF5JFoGIE5U,I&#39;m I the only one that finds it funny that Disney kinda promoted another one of their movies in this. I&#39;m talking about the teacher or principal calling him wreck it ralph,one find funni disney kinda promot anoth one movi talk teacher princip call wreck ralph
2180,jF5JFoGIE5U,Think we just saw the whole movie through the trailer lol,think saw whole movi trailer lol
2181,jF5JFoGIE5U,Song is Mountain Sound by Of Monsters and Men if anyone want to know :) just spent ages looking for it,song mountain sound monster men anyon want know spent age look
2182,jF5JFoGIE5U,This was a book from my childhood but its look completely different- but quite good also,book childhood look complet differ quit good also
2183,jF5JFoGIE5U,I&#39;m feeling very optimistic about this one,feel optimist one
2184,jF5JFoGIE5U,Looks like it has promise.,look like promis
2185,TsBDYAYnQb0,One of the few movies I own on dvd/blue ray. Didn’t realize it was 9 yrs old already,one movi dvd blue ray realiz yr old alreadi
2186,TsBDYAYnQb0,good,good
2187,TsBDYAYnQb0,Looks kinda boring just watching a person driving,look kinda bore watch person drive
2188,TsBDYAYnQb0,Mom loves Tom hardy,mom love tom hardi
2189,TsBDYAYnQb0,"<a href=""https://www.youtube.com/watch?v=TsBDYAYnQb0&amp;t=0m47s"">0:47</a> Tom Holland?",tom holland
2190,TsBDYAYnQb0,"Spoiler…<br><br><br><br>He missed the birth.. So he missed the birth, Lost his job and his family lol",spoiler miss birth miss birth lost job famili lol
2191,TsBDYAYnQb0,"All I have to say is wow!!! I just watched this and WOW!! I always knew Hardy was more than just an action star type of character, but man he showed his range in this movie in ways that will surprise anybody that think they know his on-screen ability.",say wow watch wow alway knew hardi action star type charact man show rang movi way surpris anybodi think know screen abil
2192,TsBDYAYnQb0,Tom Hardy...great!,tom hardi great
2193,TsBDYAYnQb0,Stick to the plan,stick plan
2194,TsBDYAYnQb0,This deserves a sequel with Tom Hardy sitting on a toilet.,deserv sequel tom hardi sit toilet
2195,TsBDYAYnQb0,Only 35 comments? Seriously?,comment serious
2196,TsBDYAYnQb0,"Amazing performance ; using one setting which is  a car seat but summoning up the whole hectic world ,is only Tom Hardy&#39;s accomplishment.",amaz perform use one set car seat summon whole hectic world tom hardi accomplish
2197,TsBDYAYnQb0,one of those movies that the critics loved and the folks who actually watched it hated,one movi critic love folk actual watch hate
2198,TsBDYAYnQb0,"I like Tom Hardy, this movie was trash, everyone praises it because it&#39;s &quot;artsy&quot; but it&#39;s basically a 90 minute movie about him driving to the hospital for his baby and his work calling him trying to get him to work on a project. The cop cars aren&#39;t even part of anything, they just are driving by in the movie. Just because it&#39;s a T.H. Movie doesn&#39;t mean it&#39;s good. Me and my friend literally started asking &quot;is he even going to get out of the car&quot; after 20 mins and then telling each other &quot;there&#39;s no way he&#39;s going to stay in his car the whole movie right?&quot;. We were wrong.",like tom hardi movi trash everyon prais quot artsi quot basic minut movi drive hospit babi work call tri get work project cop car even part anyth drive movi h movi mean good friend liter start ask quot even go get car quot min tell quot way go stay car whole movi right quot wrong
2199,TsBDYAYnQb0,i am pretty fuckin sure that A24 has the best movies,pretti fuckin sure best movi
2200,TsBDYAYnQb0,This is a masterpiece as how it was set up.,masterpiec set
